intent,utterance
prevent_scam,Ano ang mga tips para maiwasan ang panloloko ng nagpapanggap na government agency?
prevent_scam,Paano ko maiiwasan ang pekeng tawag o mensahe mula sa nagpapanggap na gobyerno?
prevent_scam,Ano ang dapat suriin bago magbigay ng personal na impormasyon sa kahit anong government request?
prevent_scam,Paano ko ma-confirm kung totoong nagmula sa gobyerno ang isang mensahe o tawag?
prevent_scam,Ano ang dapat gawin para hindi mawala ang pera sa scammer na nagpapanggap na opisyal?
prevent_scam,Paano ko mapigilan ang mga pekeng abiso ng gobyerno na lokohin ako?
prevent_scam,Paano ko maiiwasan ang mga robocall at phone scam?
prevent_scam,Ano ang dapat gawin kung may tumatawag na kahina-hinala ang layunin?
prevent_scam,Ano ang dapat gawin para hindi malinlang ng pekeng tawag sa telepono?
prevent_scam,Paano ko maiiwasan ang pekeng tawag mula sa mga scammer?
prevent_scam,Ano ang dapat gawin bago magbigay ng impormasyon sa telepono?
prevent_scam,Paano ko masigurado na hindi peke ang tawag bago sumagot?
prevent_scam,Paano ko ma-verify kung tunay ang pagkakakilanlan ng tumatawag?
prevent_scam,Paano ko maiiwasan ang panloloko gamit ang mga automated calls o robocalls?
prevent_scam,Paano ko maiiwasan ang mga business imposter scam?
prevent_scam,Ano ang dapat gawin para hindi maloko ng nagpapanggap na kumpanya?
prevent_scam,Ano ang mga tips para maiwasan ang panloloko ng nagpapanggap na negosyo?
prevent_scam,"Paano ko maiiwasan ang pekeng tawag, text, o email mula sa mga business imposter?"
prevent_scam,Ano ang mga hakbang bago sumunod sa kahit anong business request na kahina-hinala?
prevent_scam,Paano ko matatasa kung dapat bang pagkatiwalaan ang isang business request?
prevent_scam,Paano ko maiiwasan ang panloloko gamit ang pekeng business invoice?
prevent_scam,Ano ang dapat suriin bago magbigay ng pera o impormasyon sa isang business request?
prevent_scam,Paano ko ma-verify kung tunay ang isang business invoice bago aksyunan?
prevent_scam,Paano ako makakaiwas sa mga pekeng balita online?
prevent_scam,Ano ang dapat gawin para hindi maloko ng maling impormasyon?
prevent_scam,Paano ko malalaman kung totoo ang balita bago ko paniwalaan?
prevent_scam,Ano ang mga hakbang para maiwasan ang panloloko ng fake news?
prevent_scam,Paano ko maiiwasan ang pekeng balita sa Facebook o ibang platform?
prevent_scam,Ano ang dapat gawin bago mag-share ng balita online?
prevent_scam,Paano ko ma-verify kung totoo ang isang balita bago ibahagi sa iba?
prevent_scam,Ano ang dapat tingnan bago paniwalaan ang isang post o balita online?
prevent_scam,Paano makakaiwas sa grandfather scam?
scam_response,"Maling ginagamit ang aking datos, ano ang magagawa ko?"
scam_response,"May nag-abuso sa aking personal na impormasyon, ano ang dapat kong gawin?"
scam_response,"Napagtanto kong nilabag ang aking data privacy, ano ang susunod na hakbang?"
scam_response,"Gusto kong magreklamo dahil mali ang paggamit ng aking datos, pwede ba?"
scam_response,"Nakatanggap ako ng mensahe na nanalo daw ako sa raffle, ano ang gagawin ko?"
scam_response,"Natuklasan kong scam ang taong naka-chat ko, paano ko ito haharapin?"
scam_response,"Gusto kong itigil ang scammer na nakikipag-ugnayan sa akin, ano ang gagawin ko?"
scam_response,"May kahina-hinalang app na na-install sa phone ko, ano ang dapat gawin?"
scam_response,"Na-click ko ang isang link na mukhang scam, ano na ang gagawin ko?"
scam_response,"Napunta ako sa isang suspicious na website, ano ang dapat kong gawin ngayon?"
scam_response,"Nagbigay ako ng impormasyon sa isang website na baka peke, ano na?"
scam_response,"Na-lock ang computer ko at may hinihinging bayad, ano ang nangyari?"
scam_response,"Hindi ko mabuksan ang aking mga files, may malware ba?"
scam_response,May lumabas na mensahe na kailangan akong magbayad para ma-unlock ang files ko.
scam_response,"Na-encrypt ang files ko at hindi ko na ma-access, ano ang gagawin ko?"
scam_response,Nakatanggap ako ng warning na naka-lock ang aking system.
scam_response,"Biglang hindi ko na ma-access ang aking mga dokumento, ano ito?"
scam_response,May pop-up na lumabas na humihingi ng bayad bago ko mabuksan ang files ko.
scam_response,"May humihingi ng pera para maibalik ang aking data, ano ang dapat gawin?"
scam_response,Dapat ba akong magbayad ng ransom para maibalik ang aking files?
scam_response,Paano ko matatanggal ang ransomware sa aking device?
scam_response,Paano ko mababawi ang access sa aking mga files na na-lock?
scam_response,Ano ang unang dapat gawin kapag na-hack ang aking device?
scam_response,Kailangan ko bang i-reset ang aking phone dahil sa ransomware?
scam_response,Paano ko malilinis ang computer ko pagkatapos ng ransomware attack?
scam_response,Saan ako maaaring humingi ng tulong para sa ransomware?
scam_response,Ano ang mga emergency steps kapag bigla na lang na-lock ang aking system?
scam_response,Paano ko masisigurong ligtas na ulit ang aking device matapos ang ransomware?
scam_response,"Na-scam ako online, ano ang dapat kong gawin?"
scam_response,"Parang na-scam ako, hindi ko sure kung ano ang susunod na hakbang."
scam_response,"Sa tingin ko nabiktima ako ng scam, ano ang gagawin ko?"
scam_response,"Kinuha nila ang pera ko online, ano ang dapat kong gawin ngayon?"
scam_response,"Nawala ang aking pera dahil sa online scam, paano ko ito mahahabol?"
scam_response,"Naloko ako sa internet, sino ang maaari kong lapitan?"
scam_response,"Nabiktima ako ng scammer sa social media, ano ang susunod na hakbang?"
scam_response,"Nakapagpadala na ako ng pera sa scammer, may magagawa pa ba ako?"
scam_response,"Nagbayad ako pero wala akong natanggap, baka scam ito."
scam_response,"Nakuha nila ang OTP ko, ano ang dapat kong gawin agad?"
scam_response,"Naibigay ko ang aking personal information sa scammer, paano ko ito aayusin?"
scam_response,"Na-hack ang aking account, paano ko ito mababawi?"
scam_response,"Na-scam ako sa online selling, ano ang dapat kong gawin?"
scam_response,Nag-order ako online pero hindi dumating ang item at hindi na sumasagot ang seller.
scam_response,"Na-scam ako sa GCash, paano ko mababawi ang aking pera?"
scam_response,"May kumuha ng pera sa aking GCash nang walang pahintulot, ano ang gagawin ko?"
scam_response,"Nagpadala ako ng pera sa GCash pero scam pala, ano na ang dapat gawin?"
scam_response,"Nakuha ang pera ko sa aking online wallet, paano ko ito irereport?"
scam_response,"Na-scam ako sa online investment, paano ko mahahabol ang aking pera?"
scam_response,"Sumali ako sa investment online pero scam pala, ano ang dapat gawin?"
scam_response,"Nag-invest ako at nawala ang aking pera, may magagawa pa ba ako?"
scam_response,"Pinangakuan akong kikita pero scam pala, ano ang aking mga opsyon?"
scam_response,"Na-scam ako sa job offer online, nagbayad pa ako para sa application."
scam_response,"Pinagbayad ako para sa trabaho na peke pala, paano ko ito irereport?"
scam_response,"Na-scam ako sa text message, naniwala ako at nagpadala ng pera."
scam_response,May tumawag na nag-claim na taga-bangko at nabigay ko ang aking impormasyon.
scam_response,"Nag-login ako sa isang website na fake pala, nakuha nila ang aking account."
scam_response,"Naniwala ako sa fake promo at nagpadala ako ng pera, ano ang gagawin ko?"
scam_response,"May nag-message na nanalo daw ako at nagbigay ako ng impormasyon, scam pala."
scam_response,May nagpanggap na kaibigan ko at nakapagpadala na ako ng pera sa kanya.
scam_response,Gumamit sila ng pekeng account ng kakilala ko para lokohin ako.
scam_response,"Na-scam ako sa online marketplace, nagbayad na ako pero walang item."
scam_response,"Hindi ko na ma-contact ang seller matapos kong magbayad, baka scam ito."
scam_response,"Na-block ako ng seller pagkatapos kong magbayad, ano ang gagawin ko?"
scam_response,"May nagpanggap na legit na seller pero scam pala, paano ko irereport?"
scam_response,Na-click ko ang isang phishing link at mukhang nakuha na ang aking account.
scam_response,Nakapag-login ako sa isang pekeng website at nakuha nila ang aking password.
scam_response,"Nabigay ko ang aking impormasyon sa isang fake website, ano ang gagawin ko?"
scam_response,"Humingi sila ng OTP at nabigay ko, parang nagamit na nila ito."
scam_response,Naniwala ako sa tumawag na nagpapanggap na support agent ng bangko.
scam_response,"Naibigay ko ang aking bank details sa scammer, ano ang dapat gawin agad?"
scam_response,"Nawalan ako ng pera sa aking digital wallet dahil sa scam, paano ko ito aayusin?"
scam_response,"Na-scam ako sa online payment, hindi ko na makuha ang aking pera."
scam_response,Naniwala ako sa investment opportunity online at hindi ko na mabawi ang pera ko.
scam_response,"May nag-alok ng malaking kita at nag-invest ako, scam pala."
scam_response,Pinagbayad ako sa online job application na hindi pala totoo.
scam_response,"Naniwala ako sa job offer na nakita ko online, nagbayad pa ako."
scam_response,"Nakatanggap ako ng text na may prize daw ako at naniwala ako, scam pala."
scam_response,Naniwala ako sa fake giveaway at nagbigay ako ng personal details.
scam_response,Nagbayad ako para sa delivery fee ng package na hindi ko naman inorder.
scam_response,"Naniwala ako sa delivery message at nagbayad, wala namang dumating na package."
scam_response,"Nabigay ko ang aking personal details sa scammer, paano ko ito aayusin?"
scam_response,"Naibigay ko ang aking ID sa scammer, ano ang dapat kong gawin?"
scam_response,"Naibigay ko ang aking bank account details sa scammer, ano ang susunod na hakbang?"
scam_response,"Naibigay ko ang aking password sa scammer, paano ko mase-secure ulit ang account ko?"
scam_response,"May nagpanggap na customer service at naloko ako, ano ang gagawin ko?"
scam_response,"Naniwala ako sa fake delivery notification at naningil sila ng bayad, scam pala."
scam_response,May nag-pressure sa akin na magpadala agad ng pera at naniwala ako.
scam_response,Pinaniwala nila ako na emergency para mapagpadala nila ako ng pera.
scam_response,May nagpanggap na kamag-anak ko na nangangailangan ng tulong at nagpadala ako ng pera.
scam_response,"Na-scam ako sa romance scam, nakapagpadala na ako ng pera sa taong nakilala ko online."
scam_response,"Nagpadala ako ng pera sa taong nakilala ko sa internet, scam pala siya."
scam_response,"Pagkatapos kong mag-click ng link, may nawala sa aking account."
scam_response,"Kakascam lang sa akin, hindi pa ako makapaniwala, ano ang dapat gawin?"
scam_response,"Mukhang naloko ako sa transaction ko kanina, may magagawa pa ba ako?"
scam_response,"Parang scam yung nakausap ko, nawalan na ako ng pera."
scam_response,Hindi na sumasagot ang seller matapos kong magbayad at mukhang scam na ito.
scam_response,"Nabiktima ako ng online scam, hindi ko alam kung saan magsisimula."
scam_response,"Nag-invest ako sa crypto pero hindi ko na ma-access ang aking pera, scam pala."
scam_response,"Nagpadala ako ng Bitcoin sa scammer, may paraan pa ba para mabawi ito?"
scam_response,"Naniwala ako sa crypto investment na nag-promise ng malaking kita, nawala na ang pera ko."
scam_response,"Na-scam ako sa cryptocurrency trading platform, hindi ko na mawi-withdraw ang pera ko."
scam_response,"Nag-transfer ako ng crypto sa isang platform at bigla na lang nawala ang lahat, ano ang gagawin ko?"
scam_response,"Nandaya ako ng isang crypto trader online, paano ko ito irereport?"
scam_response,"May tumawag na nagsabing may problema sa aking computer at kailangan daw ayusin, naloko ako."
scam_response,Nagbigay ako ng remote access sa aking computer sa isang tech support na scam pala.
scam_response,"Naniwala ako sa pop-up na may virus daw ang computer ko at nagbayad ako, scam pala."
scam_response,"May nagpanggap na technician at nakakuha ng access sa aking device, ano ang gagawin ko?"
scam_response,"Nakapagbayad na ako sa fake tech support, paano ko mababawi ang pera ko?"
scam_response,"May tumawag na nagsabing taga-gobyerno siya at kailangan ko daw magbayad ng multa, naniwala ako."
scam_response,"Nagpadala ako ng pera sa isang nagpapanggap na opisyal ng gobyerno, scam pala."
scam_response,Naniwala ako sa mensahe na nagmula raw sa BIR at nagbigay ako ng aking impormasyon.
scam_response,May nagpanggap na SSS representative at nakuha nila ang aking personal na datos.
scam_response,"Nakatanggap ako ng fake na notice mula sa gobyerno at sumunod ako, scam pala ito."
scam_response,"Nag-apply ako ng online loan at nagpadala ako ng aking mga dokumento, scam pala."
scam_response,"Nagbayad ako ng processing fee para sa loan na hindi naman natuloy, ano ang dapat gawin?"
scam_response,Naibigay ko ang aking mga ID at bank details para sa loan application na scam pala.
scam_response,Nag-apply ako ng loan online at nawalan na ako ng pera dahil sa mga bayarin na hinihingi nila.
scam_response,"Naniwala ako sa mabilis na loan offer online at nagpadala ng requirements, scam pala ito."
scam_response,"Nakatanggap ako ng mensahe na may scholarship daw para sa aking anak, nagbayad ako, scam pala."
scam_response,Naniwala ako sa fake scholarship at naibigay ko na ang aking personal na impormasyon.
scam_response,Nagbayad ako ng processing fee para sa grant na hindi naman pala totoo.
scam_response,"May nagpanggap na school official at nanghingi ng bayad para sa scholarship, naloko ako."
scam_response,"Biglang may transaksyon na hindi ko ginawa sa aking SIM card, baka na-swap ang SIM ko."
scam_response,"Nawalan ako ng signal sa aking phone at nang bumalik, may nakuha na sa aking account."
scam_response,"Mukhang na-SIM swap ang aking number, paano ko ito maaayos?"
scam_response,"Hindi ko na magamit ang aking SIM at may nag-access sa aking bank account, ano ang gagawin ko?"
scam_response,"May gumamit ng aking numero para mag-access ng aking account, baka SIM swap ito."
scam_response,"Nagbigay ako ng donasyon sa charity na scam pala, paano ko ito irereport?"
scam_response,"Naniwala ako sa fundraising campaign online at nagpadala ng pera, scam pala ito."
scam_response,Na-scam ako ng nagpapanggap na NGO na humihingi ng donasyon para sa calamity victims.
scam_response,"Nagpadala ako ng tulong sa isang relief operation na peke pala, ano ang dapat gawin?"
scam_response,"Naniwala ako sa charity drive sa social media at nagpadala ng pera, hindi pala totoo."
scam_response,"Nagbayad ako para sa travel package na hindi naman pala totoo, scam pala ang travel agency."
scam_response,"Nakapagbayad na ako ng hotel booking sa isang pekeng travel website, paano ko mababawi ang pera?"
scam_response,"Na-scam ako ng fake travel agent, nagbayad na ako ng full payment pero walang booking."
scam_response,"Naniwala ako sa mura na flight deal online at nagbayad, scam pala, wala namang ticket."
scam_response,"Nagpadala ako ng pera sa isang travel package na peke pala, sino ang maaari kong lapitan?"
scam_response,"Nakatanggap ako ng tseke na sobra ang halaga at nagbalik na ako ng pera, scam pala ito."
scam_response,"Nagbalik ako ng pera dahil sa overpayment at ngayon bounce pala ang tseke, naloko ako."
scam_response,"Naniwala ako sa buyer na nagpadala ng overpaid na tseke at nagbalik na ako ng sobra, scam pala."
scam_response,"Na-scam ako sa check overpayment, nagpadala na ako ng pera bago ko nalaman na fake ang tseke."
scam_response,"May nagpadala ng pekeng tseke sa akin at nakapagpadala na ako ng refund, ano ang dapat gawin?"
scam_response,"May video na kumakalat ng mukha ko na hindi ko naman ginawa, baka deepfake ito."
scam_response,"Ginamit nila ang aking larawan para gumawa ng fake na video, paano ko ito ipahinto?"
scam_response,May nag-message sa akin gamit ang AI-generated na boses ng aking kakilala para humingi ng pera.
scam_response,"Naniwala ako sa video call na mukhang kaibigan ko pero AI pala, nakapagpadala na ako ng pera."
scam_response,"Ginagamit nila ang aking litrato para sa pekeng account, paano ko ito irereport?"
scam_response,"Naibigay ko ang aking SSS number sa scammer, ano ang dapat kong gawin?"
scam_response,"Nakuha nila ang aking PhilHealth number, paano ko ito maaayos?"
scam_response,"Ginamit nila ang aking pangalan para mag-apply ng loan, hindi ko ito ginawa."
scam_response,"May nag-open ng bank account gamit ang aking pangalan at ID, scam pala ito."
scam_response,"Nalaman ko na may nag-gamit ng aking pagkakakilanlan para mangloko ng iba, ano ang gagawin ko?"
scam_response,"Na-scam ako sa pagbili ng second-hand na gadget online, hindi dumating ang item."
scam_response,"Nagbayad ako ng malaking halaga para sa ref o TV na binenta online, scam pala."
scam_response,"Nag-meet up kami pero peke pala ang binenta niya sa akin, naloko ako."
scam_response,"Binigyan niya ako ng kahon pero wala namang laman, scam pala ang seller."
scam_response,"Nagbayad ako ng down payment sa isang sasakyan na nakita ko online, scam pala."
scam_response,"Na-scam ako sa pagbili ng tiket ng concert online, peke pala ang tiket."
scam_response,Bumili ako ng event ticket sa online seller pero hindi valid pala ito sa venue.
scam_response,"Nakapagbayad na ako ng tiket sa isang reseller na scam pala, ano ang dapat gawin?"
scam_response,Nagpadala ako ng pera para sa tiket ng eroplano na hindi naman pala totoo.
scam_response,Na-scam ako sa pagbili ng gamot online na hindi pala tunay na produkto.
scam_response,"Bumili ako ng supplement online pero peke pala, posibleng mapanganib pa."
scam_response,"Naniwala ako sa online seller ng gamot at nagbayad na ako, scam pala."
scam_response,"Nakatanggap ako ng pekeng produkto mula sa isang online seller, ano ang dapat gawin?"
scam_response,Nagbayad ako ng malaki para sa branded na item online pero mukhang fake ang natanggap ko.
scam_response,"Na-scam ako sa pagkuha ng visa, nagbayad ako sa isang agency na scam pala."
scam_response,"Naniwala ako sa fake visa consultant at naibigay ko na ang aking pasaporte, ano ang gagawin ko?"
scam_response,"Nagbayad ako para sa trabaho sa abroad na hindi pala totoo, na-scam ako ng recruiter."
scam_response,"Naniwala ako sa job offer sa ibang bansa at nagbayad ng placement fee, scam pala."
scam_response,"Na-recruit ako para sa trabaho sa abroad tapos nang dating ko doon, iba pala ang trabaho."
scam_response,Pinagbayad ako ng malaki para sa overseas job at ngayon ay hindi ko na ma-contact ang recruiter.
scam_response,"May nag-message sa akin na taga-artista daw at humingi ng pera para sa meet and greet, scam pala."
scam_response,Naniwala ako sa isang celebrity account na nag-message sa akin at nagpadala ako ng pera.
scam_response,"May nagpanggap na sikat na tao at nanghingi ng tulong pinansyal, naloko ako."
scam_response,"Nakapagpadala na ako ng pera sa fake celebrity account, ano ang maaari kong gawin?"
scam_response,"Na-scam ako ng nagpapanggap na influencer na may contest daw, nagbayad ako ng entry fee."
scam_response,"Hinihira nila ang aking account sa Facebook, hindi ko na mapasok ang aking profile."
scam_response,Na-hack ang aking Facebook at ginagamit nila ito para mangloko ng aking mga kaibigan.
scam_response,"Na-take over ang aking social media account, hindi ko na mabago ang password."
scam_response,Ginamit nila ang aking Instagram para manghingi ng pera sa aking mga followers.
scam_response,Na-compromise ang aking email account at nagpapadala na sila ng mensahe sa aking mga contact.
scam_response,"Nag-scan ako ng QR code na pala ay scam, may nawala agad sa aking GCash."
scam_response,"May nagpadala ng QR code sa akin at nang i-scan ko, nakuha nila ang pera ko."
scam_response,Pinascan nila ako ng QR code para daw sa refund pero nawalan ako ng pera sa e-wallet ko.
scam_response,"Nakapag-scan na ako ng kahina-hinalang QR code, ano ang dapat gawin ko ngayon?"
scam_response,"Na-scam ako sa pamamagitan ng QR code payment, nawalan ako ng libo-libo."
scam_response,"Nag-click ako ng link sa isang email na nagmula raw sa Shopee, nakuha nila ang account ko."
scam_response,"Naniwala ako sa fake Lazada message at nag-login ako, na-access na nila ang aking account."
scam_response,May nagpadala ng fake na notification mula sa isang delivery app at naibigay ko ang aking details.
scam_response,"Nakatanggap ako ng email na nagmula raw sa aking bangko at nag-click ako ng link, scam pala."
scam_response,Naniwala ako sa fake Meralco disconnection notice at nagbayad ako sa maling account.
scam_response,Nagbayad ako ng bayad-kuryente sa isang scammer na nagpapanggap na Meralco collector.
scam_response,May nagpunta sa aming bahay na nagpapanggap na water company collector at binayaran ko siya.
scam_response,Nalinlang ako ng door-to-door na scammer na nagpapanggap na nagtatrabaho sa utility company.
scam_response,"Binayaran ko ang isang taong nagpapanggap na government collector, scam pala siya."
scam_response,"Na-scam ako sa paluwagan online, hindi na nagbibigay ng pera ang nag-organisa."
scam_response,Sumali ako sa online na paluwagan pero biglang nawala ang admin at ang pera naming lahat.
scam_response,"Hindi na nagbibigay ng pera ang paluwagan na sinalihan ko, mukhang scam ito."
scam_response,Nag-organisa ng paluwagan ang isang kakilala ko online tapos nawala siya kasama ang pera namin.
scam_response,"Nagtiwala ako sa online paluwagan group pero scam pala, ano ang dapat gawin?"
scam_response,"Na-scam ako sa isang pyramid scheme, nawala ang pera ko at hindi ko na mabawi."
scam_response,"Nainvite ako sa isang negosyo na scam pala, nagbayad pa ako ng membership fee."
scam_response,"Naniwala ako sa MLM na scam pala, nawala ang pera ko sa membership at products."
scam_response,"Nakapagbayad na ako ng malaking halaga para sa isang pyramid scheme, paano ko mahahabol ito?"
scam_response,"Nilibak ako ng negosyo na sinali ko online, scam pala at nawala ang aking puhunan."
scam_response,May nakipag-chat sa akin na nagpapanggap na sundalo mula sa ibang bansa at humingi ng pera.
scam_response,Naniwala ako sa military romance scam at nakapagpadala na ako ng malaking halaga.
scam_response,"Nag-chat ako sa isang tao na nagsabing doctor siya sa abroad, tapos humingi ng pera, scam pala."
scam_response,Nagpadala ako ng pera sa taong nakilala ko sa dating app na nagpapanggap na nasa ibang bansa.
scam_response,"Natuklasan ko na ang matagal ko nang ka-chat online ay gumamit ng stolen photos, scam pala siya."
scam_signs,Paano ko malalaman kung scam ang mensaheng natanggap ko?
scam_signs,Paano masasabi na panloloko ang isang text o email?
scam_signs,Ano ang mga palatandaan ng scam?
scam_signs,Ano ang mga warning signs ng isang scam?
scam_signs,Paano ko malalaman kung fake ang text o email?
scam_signs,Ano ang senyales na scam ang isang offer?
scam_signs,Paano ko matutukoy kung scam ang tawag na natanggap ko?
scam_signs,Paano ko malalaman kung niloloko na ako online?
scam_signs,Ano ang mga red flags ng online scam?
scam_signs,Paano ko makikilala ang isang scammer?
scam_signs,Paano ko malalaman kung legit o scam ang isang bagay?
scam_signs,Paano ko malalaman kung mapanlinlang ang mensaheng natanggap ko?
scam_signs,Paano ko masasabi kung hindi totoo ang isang offer?
scam_signs,Paano ko malalaman kung scam ang isang promo?
scam_signs,Paano ko malalaman kung scam ang link na natanggap ko?
scam_signs,Paano ko malalaman kung may scam sa social media?
scam_signs,"Ano ang dapat bantayan para hindi maloko sa Facebook, Instagram, o TikTok?"
scam_signs,Ano ang mga palatandaan ng scam sa social media?
scam_signs,Paano ko malalaman kung legit ang nagpadala ng mensahe sa social media?
scam_signs,Paano i-check kung scam ang nagpadala ng friend request o message?
scam_signs,Paano ko malalaman kung totoo ang offer o mensahe sa social media?
scam_signs,Ano ang dapat gawin bago mag-click o sumagot sa social media message?
scam_signs,Paano ko matutukoy kung scam ang mensahe o post sa social media?
scam_signs,Paano ko malalaman kung fake ang app na na-install ko?
scam_signs,Paano ko malalaman kung scam ang website na binuksan ko?
scam_signs,Ligtas ba ang app na na-download ko?
scam_signs,Paano ko i-check kung legit ang isang website?
scam_signs,Paano ko malalaman kung may virus ang app?
scam_signs,Ano ang mga senyales na fake ang isang app?
scam_signs,Paano ko malalaman kung mapanganib ang website?
scam_signs,"Nag-click ako ng link at baka scam ito, ano ang gagawin ko?"
scam_signs,Paano ko malalaman kung phishing website ang binuksan ko?
scam_signs,Paano ko malalaman kung legit ang download na ginawa ko?
scam_signs,Paano ko malalaman kung may malware ang app na na-install ko?
scam_signs,Paano ko malalaman kung safe ang link na ibinigay sa akin?
scam_signs,Ano ang dapat bantayan bago mag-download ng app?
scam_signs,"Nagbigay ako ng impormasyon sa isang website at baka fake ito, ano gagawin ko?"
scam_signs,Paano ko malalaman kung totoo ang isang online platform?
scam_signs,Ano ang mga red flags ng fake apps o websites?
scam_signs,May na-install akong app nang hindi sinasadya at hindi ko sure kung legit ito.
scam_signs,"Hindi ko mabuksan ang mga files ko, may problema ba?"
scam_signs,May lumabas na message na kailangan akong magbayad para ma-unlock ang files ko.
scam_signs,"Na-encrypt daw ang files ko, ano ang ibig sabihin nito?"
scam_signs,May nag-appear na warning na naka-lock ang system ko.
scam_signs,Paano nangyari na na-lock ang phone ko?
scam_signs,"May humihingi ng pera para maibalik ang data ko, scam ba ito?"
scam_signs,Nawala ang access ko sa files ko nang biglaan.
scam_signs,Bakit may ransom message na nagpapakita sa computer ko?
scam_signs,Paano ko malalaman kung ransomware ang nangyayari sa device ko?
scam_signs,Na-lock ang system ko at hindi ko alam kung ano ang gagawin.
scam_signs,May nagpop-up na kailangan akong magbayad bago ma-access ang files ko.
scam_signs,Bakit may demand na bayad para ma-unlock ang phone ko?
scam_signs,Posible bang scam ang dahilan kung bakit hindi ko mabuksan ang files ko?
scam_signs,Biglang na-lock ang mga files ko at hindi ko alam kung bakit.
scam_signs,Paano ko malalaman kung pekeng message ito mula sa isang sikat na tao?
scam_signs,Ano ang mga palatandaan na hindi totoong celebrity ang nag-message sa akin?
scam_signs,Paano ko malalaman kung legit ang mensahe mula sa isang sikat na tao?
scam_signs,Ano ang senyales na scam ang nag-a-approach sa pamamagitan ng celebrity account?
scam_signs,Ano ang dapat bantayan sa mga mensahe mula sa sikat na tao online?
scam_signs,Paano ko matutukoy kung pekeng celebrity ang nag-message sa akin?
scam_signs,Ano ang mga red flags kapag may sikat na tao na humihingi ng bank details?
scam_signs,Ano ang mga indikasyon na nagpapanggap lang na celebrity ang nag-message?
scam_signs,Paano ko malalaman kung hindi totoong sikat na tao ang nag-message sa akin?
scam_signs,Ano ang mga warning signs ng pekeng celebrity na nag-message?
scam_signs,"May nagmessage na nagsasabing sikat na tao siya at humihingi ng address at bank details, legit ba ito?"
scam_signs,Paano ko malalaman kung pekeng panalo sa lotto ang text na natanggap ko?
scam_signs,Ano ang mga palatandaan na scam ang lottery message?
scam_signs,Ano ang mga senyales na panloloko ang mensaheng nagsasabing nanalo ako sa lotto?
scam_signs,Paano ko matutukoy kung scam ang lottery email o text?
scam_signs,Paano ko malalaman kung scam ang nanalo sa raffle?
scam_signs,Paano ko malalaman kung hindi totoo ang prize notification na natanggap ko?
scam_signs,Ano ang mga warning signs ng lottery scam?
scam_signs,Paano ko malalaman kung hindi legit ang lottery claim?
scam_signs,Paano ko malalaman kung panloloko ang sweepstakes notification?
scam_signs,"May natanggap akong text na nanalo raw ako sa lotto, legit ba ito?"
scam_signs,Paano ko malalaman kung safe ang link na nasa text na natanggap ko?
scam_signs,Ano ang mga palatandaan na scam ang link sa mensahe?
scam_signs,Paano ko matutukoy kung phishing link ang ipinadala sa akin?
scam_signs,Paano ko malalaman kung mapanganib ang link sa chat o email?
scam_signs,Ano ang red flags ng suspicious link sa text?
scam_signs,Paano ko matutukoy kung scam ang URL na ibinigay sa akin?
scam_signs,Paano ko malalaman kung pekeng website ang link na natanggap ko?
scam_signs,Ano ang mga senyales na panloloko ang link sa text o chat?
scam_signs,Paano ko malalaman kung phishing ang link sa SMS?
scam_signs,Paano ko matutukoy kung scam ang link na ibinahagi sa social media?
scam_signs,"May link na nakalagay sa text, paano ko malalaman kung totoo ito?"
scam_signs,"May text na nanghihingi ng personal information at nagbabanta kung hindi ako sumagot, ano ang gagawin ko?"
scam_signs,Paano ko malalaman kung pekeng charity ang humihingi ng donasyon?
scam_signs,Ano ang mga palatandaan ng charity scam?
scam_signs,Paano ko matutukoy kung scam ang humihingi ng donasyon online?
scam_signs,Ano ang mga senyales na hindi legit ang charity request?
scam_signs,Ano ang red flags ng charity scam?
scam_signs,Paano ko matutukoy kung panloloko ang charity email o message?
scam_signs,Paano ko malalaman kung legit ang fundraising campaign?
scam_signs,Paano ko malalaman kung scam ang charity website?
scam_signs,Paano ko malalaman kung pekeng fundraiser ang online campaign na nakita ko?
scam_signs,Paano ko malalaman kung totoong charity o scam ang humihingi ng donasyon?
scam_signs,Paano ko matutukoy kung investment scam ang alok na natanggap ko?
scam_signs,Ano ang mga palatandaan ng investment scam?
scam_signs,Paano ko malalaman kung pekeng investment ang inaalok sa akin?
scam_signs,Ano ang mga red flags ng investment scam?
scam_signs,Paano ko malalaman kung hindi totoo ang investment company?
scam_signs,Paano ko malalaman kung scam ang financial offer na natanggap ko?
scam_signs,Ano ang mga babala sa pekeng investment schemes?
scam_signs,Paano ko malalaman kung scam ang investment offer sa social media?
scam_signs,Ano ang mga warning signs ng investment scam?
scam_signs,Paano ko malalaman kung panloloko ang investment deal na inaalok sa akin?
scam_signs,Paano ko malalaman kung pekeng advance fee ang natanggap kong mensahe?
scam_signs,Ano ang mga palatandaan ng advance fee scam?
scam_signs,Paano ko matutukoy kung scam ang humihingi ng advance payment?
scam_signs,Ano ang red flags ng advance fee fraud?
scam_signs,Paano ko malalaman kung fake ang request ng advance payment?
scam_signs,Ano ang mga indikasyon na scam ang advance fee request?
scam_signs,Paano ko malalaman kung hindi legit ang humihingi ng upfront payment?
scam_signs,Paano ko malalaman kung scam ang advance fee sa email o text?
scam_signs,Paano ko malalaman kung advance fee fraud ang nag-text sa akin?
scam_signs,Ano ang mga palatandaan ng tech support scam?
scam_signs,Paano ko malalaman kung pekeng tech support ang tumawag sa akin?
